PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Luo, Wentao; Zuo, Xiaoan; Ma, Wang; Xu, Chong; Li, Ang; Yu, Qiang; Knapp, Alan K.; Tognetti, Roberto; Dijkstra, Feike A.; Li, Mai-He; Han, Guodong; Wang, Zhengwen; Han, Xingguo								Differential responses of canopy nutrients to experimental drought along a natural aridity gradient								ECOLOGY				99	10			2230	2239		10.1002/ecy.2444			OCT 2018	2018										1							WOS:000446270400011		
J	Xu, Jiayi; Kiorboe, Thomas								Toxic dinoflagellates produce true grazer deterrents								ECOLOGY				99	10			2240	2249		10.1002/ecy.2479			OCT 2018	2018										0							WOS:000446270400012		
J	Spear, Erin R.; Mordecai, Erin A.								Foliar pathogens are unlikely to stabilize coexistence of competing species in a California grassland								ECOLOGY				99	10			2250	2259		10.1002/ecy.2427			OCT 2018	2018										0							WOS:000446270400013		
J	Fry, Ellen L.; Savage, Joanna; Hall, Amy L.; Oakley, Simon; Pritchard, W. J.; Ostle, Nicholas J.; Pywell, Richard F.; Bullock, James M.; Bardgett, Richard D.								Soil multifunctionality and drought resistance are determined by plant structural traits in restoring grassland								ECOLOGY				99	10			2260	2271		10.1002/ecy.2437			OCT 2018	2018										0							WOS:000446270400014		
J	Fortunel, Claire; Lasky, Jesse R.; Uriarte, Maria; Valencia, Renato; Joseph Wright, S.; Garwood, Nancy C.; Kraft, Nathan J. B.								Topography and neighborhood crowding can interact to shape species growth and distribution in a diverse Amazonian forest								ECOLOGY				99	10			2272	2283		10.1002/ecy.2441			OCT 2018	2018										0							WOS:000446270400015		
J	Parker, Thomas C.; Sanderman, Jonathan; Holden, Robert D.; Blume-Werry, Gesche; Sjoegersten, Sofie; Large, David; Castro-Diaz, Miguel; Street, Lorna E.; Subke, Jens-Arne; Wookey, Philip A.								Exploring drivers of litter decomposition in a greening Arctic: results from a transplant experiment across a treeline								ECOLOGY				99	10			2284	2294		10.1002/ecy.2442			OCT 2018	2018										0							WOS:000446270400016		
J	Roscher, Christiane; Schumacher, Jens; Lipowsky, Annett; Gubsch, Marlen; Weigelt, Alexandra; Schmid, Bernhard; Buchmann, Nina; Schulze, Ernst-Detlef								Functional groups differ in trait means, but not in trait plasticity to species richness in local grassland communities								ECOLOGY				99	10			2295	2307		10.1002/ecy.2447			OCT 2018	2018										0							WOS:000446270400017		
J	Louthan, Allison; Doak, Daniel								Measurement error of state variables creates substantial bias in results of demographic population models								ECOLOGY				99	10			2308	2317		10.1002/ecy.2455			OCT 2018	2018										0							WOS:000446270400018		
J	Moffett, Emma R.; Fryxell, David C.; Palkovacs, Eric P.; Kinnison, Michael T.; Simon, Kevin S.								Local adaptation reduces the metabolic cost of environmental warming								ECOLOGY				99	10			2318	2326		10.1002/ecy.2463			OCT 2018	2018										0							WOS:000446270400019		
J	Garcia-Callejas, David; Molowny-Horas, Roberto; Araujo, Miguel B.								The effect of multiple biotic interaction types on species persistence								ECOLOGY				99	10			2327	2337		10.1002/ecy.2465			OCT 2018	2018										0							WOS:000446270400020		
J	Wetzel, William C.; Aflitto, Nicholas C.; Thaler, Jennifer S.								Plant genotypic diversity interacts with predation risk to influence an insect herbivore across its ontogeny								ECOLOGY				99	10			2338	2347		10.1002/ecy.2472			OCT 2018	2018										0							WOS:000446270400021		
J	Homyak, Peter M.; Blankinship, Joseph C.; Slessarev, Eric W.; Schaeffer, Sean M.; Manzoni, Stefano; Schimel, Joshua P.								Effects of altered dry season length and plant inputs on soluble soil carbon								ECOLOGY				99	10			2348	2362		10.1002/ecy.2473			OCT 2018	2018										0							WOS:000446270400022		
J	Marinos, Richard E.; Bernhardt, Emily S.								Soil carbon losses due to higher pH offset vegetation gains due to calcium enrichment in an acid mitigation experiment								ECOLOGY				99	10			2363	2373		10.1002/ecy.2478			OCT 2018	2018										0							WOS:000446270400023		
J	D'Aloia, Cassidy C.; Neubert, Michael G.								The formation of marine kin structure: effects of dispersal, larval cohesion, and variable reproductive success								ECOLOGY				99	10			2374	2384		10.1002/ecy.2480			OCT 2018	2018										0							WOS:000446270400024		
J	Paterson, J. Terrill; Rotella, Jay. J.; Link, William A.; Garrott, Robert								Variation in the vital rates of an Antarctic marine predator: the role of individual heterogeneity								ECOLOGY				99	10			2385	2396		10.1002/ecy.2481			OCT 2018	2018										0							WOS:000446270400025		
J	Miller, Sara E.; Bluher, Sarah E.; Bell, Emily; Cini, Alessandro; da Silva, Rafael Carvalho; de Souza, Andre Rodrigues; Gandia, Kristine M.; Jandt, Jennifer; Loope, Kevin; Prato, Amanda; Pruitt, Jonathan N.; Rankin, David; Rankin, Erin; Southon, Robin J.; Uy, Floria M. K.; Weiner, Susan; Wright, Colin M.; Downing, Holly; Gadagkar, Raghavendra; Lorenzi, M. Cristina; Rusina, Lidiya; Sumner, Seirian; Tibbetts, Elizabeth A.; Toth, Amy; Sheehan, Michael J.								WASPnest: a worldwide assessment of social Polistine nesting behavior								ECOLOGY				99	10			2405	2405		10.1002/ecy.2448			OCT 2018	2018										0							WOS:000446270400029		
J	Bona, Kelly Ann; Hilger, Arlene; Burgess, Magdalena; Wozney, Nicole; Shaw, Cindy								A peatland productivity and decomposition parameter database								ECOLOGY				99	10			2406	2406		10.1002/ecy.2462			OCT 2018	2018										0							WOS:000446270400030		
J	Karban, Richard; Orrock, John L.								A judgment and decision-making model for plant behavior								ECOLOGY				99	9			1909	1919		10.1002/ecy.2418			SEP 2018	2018										0							WOS:000443558200001		
J	Bell, James J.; Rovellini, Alberto; Davy, Simon K.; Taylor, Michael W.; Fulton, Elizabeth A.; Dunn, Matthew R.; Bennett, Holly M.; Kandler, Nora M.; Luter, Heidi M.; Webster, Nicole S.								Climate change alterations to ecosystem dominance: how might sponge-dominated reefs function?								ECOLOGY				99	9			1920	1931		10.1002/ecy.2446			SEP 2018	2018										0							WOS:000443558200002		
J	Maag, Nino; Cozzi, Gabriele; Clutton-Brock, Tim; Ozgul, Arpat								Density-dependent dispersal strategies in a cooperative breeder								ECOLOGY				99	9			1932	1941		10.1002/ecy.2433			SEP 2018	2018										1							WOS:000443558200003		
J	Porazinska, Dorota L.; Farrer, Emily C.; Spasojevic, Marko J.; de Mesquita, Clifton P. Bueno; Sartwell, Sam A.; Smith, Jane G.; White, Caitlin T.; King, Andrew J.; Suding, Katharine N.; Schmidt, Steve K.								Plant diversity and density predict belowground diversity and function in an early successional alpine ecosystem								ECOLOGY				99	9			1942	1952		10.1002/ecy.2420			SEP 2018	2018										0							WOS:000443558200004		
J	Seabloom, Eric W.; Borer, Elizabeth T.; Kinkel, Linda L.								No evidence for trade-offs in plant responses to consumer food web manipulations								ECOLOGY				99	9			1953	1963		10.1002/ecy.2389			SEP 2018	2018										0							WOS:000443558200005		
J	Bracewell, Sally A.; Clark, Graeme F.; Johnston, Emma L.								Habitat complexity effects on diversity and abundance differ with latitude: an experimental study over 20 degrees								ECOLOGY				99	9			1964	1974		10.1002/ecy.2408			SEP 2018	2018										0							WOS:000443558200006		
J	Shocket, Marta S.; Vergara, Daniela; Sickbert, Andrew J.; Walsman, Jason M.; Strauss, Alexander T.; Hite, Jessica L.; Duffy, Meghan A.; Caceres, Carla E.; Hall, Spencer R.								Parasite rearing and infection temperatures jointly influence disease transmission and shape seasonality of epidemics								ECOLOGY				99	9			1975	1987		10.1002/ecy.2430			SEP 2018	2018										0							WOS:000443558200007		
J	Zalamea, Paul-Camilo; Dalling, James W.; Sarmiento, Carolina; Arnold, A. Elizabeth; Delevich, Carolyn; Berhow, Mark A.; Ndobegang, Anyangatia; Gripenberg, Sofia; Davis, Adam S.								Dormancy-defense syndromes and tradeoffs between physical and chemical defenses in seeds of pioneer species								ECOLOGY				99	9			1988	1998		10.1002/ecy.2419			SEP 2018	2018										0							WOS:000443558200008		
J	Shik, Jonathan Z.; Rytter, Winnie; Arnan, Xavier; Michelsen, Anders								Disentangling nutritional pathways linking leafcutter ants and their co-evolved fungal symbionts using stable isotopes								ECOLOGY				99	9			1999	2009		10.1002/ecy.2431			SEP 2018	2018										0							WOS:000443558200009		
J	Ramos, Rauel; Llabres, Victoria; Monclus, Laura; Lopez-Bejar, Manel; Gonzalez-Solis, Jacob								Costs of breeding are rapidly buffered and do not affect migratory behavior in a long-lived bird species								ECOLOGY				99	9			2010	2024		10.1002/ecy.2435			SEP 2018	2018										0							WOS:000443558200010		
J	Matsuzaki, Shin-ichiro S.; Suzuki, Kenta; Kadoya, Taku; Nakagawa, Megumi; Takamura, Noriko								Bottom-up linkages between primary production, zooplankton, and fish in a shallow, hypereutrophic lake								ECOLOGY				99	9			2025	2036		10.1002/ecy.2414			SEP 2018	2018										0							WOS:000443558200011		
J	Zheng, Mianhai; Zhang, Wei; Luo, Yiqi; Li, Dejun; Wang, Senhao; Huang, Juan; Lu, Xiankai; Mo, Jiangming								Stoichiometry controls asymbiotic nitrogen fixation and its response to nitrogen inputs in a nitrogen-saturated forest								ECOLOGY				99	9			2037	2046		10.1002/ecy.2416			SEP 2018	2018										0							WOS:000443558200012		
J	Bouchard, Mathieu; Martel, Veronique; Regniere, Jacques; Therrien, Pierre; Correia, David Laginha Pinto								Do natural enemies explain fluctuations in low-density spruce budworm populations?								ECOLOGY				99	9			2047	2057		10.1002/ecy.2417			SEP 2018	2018										0							WOS:000443558200013		
J	Martin, Amanda E.; Fahrig, Lenore								Habitat specialist birds disperse farther and are more migratory than habitat generalist birds								ECOLOGY				99	9			2058	2066		10.1002/ecy.2428			SEP 2018	2018										1							WOS:000443558200014		
J	Baillie, Christopher J.; Grabowski, Jonathan H.								Competitive and agonistic interactions between the invasive Asian shore crab and juvenile American lobster								ECOLOGY				99	9			2067	2079		10.1002/ecy.2432			SEP 2018	2018										0							WOS:000443558200015		
J	Soper, Fiona M.; Sullivan, Benjamin W.; Nasto, Megan K.; Osborne, Brooke B.; Bru, David; Balzotti, Christopher S.; Taylor, Phillip G.; Asner, Gregory P.; Townsend, Alan R.; Philippot, Laurent; Porder, Stephen; Cleveland, Cory C.								Remotely sensed canopy nitrogen correlates with nitrous oxide emissions in a lowland tropical rainforest								ECOLOGY				99	9			2080	2089		10.1002/ecy.2434			SEP 2018	2018										0							WOS:000443558200016		
J	Tiede, Yvonne; Hemp, Claudia; Schmidt, Antje; Nauss, Thomas; Farwig, Nina; Brandl, Roland								Beyond body size: consistent decrease of traits within orthopteran assemblages with elevation								ECOLOGY				99	9			2090	2102		10.1002/ecy.2436			SEP 2018	2018										0							WOS:000443558200017		
J	Si, Xingfeng; Cadotte, Marc W.; Zhao, Yuhao; Zhou, Haonan; Zeng, Di; Li, Jiaqi; Jin, Tinghao; Ren, Peng; Wang, Yanping; Ding, Ping; Tingley, Morgan W.								The importance of accounting for imperfect detection when estimating functional and phylogenetic community structure								ECOLOGY				99	9			2103	2112		10.1002/ecy.2438			SEP 2018	2018										0							WOS:000443558200018		
J	Prather, Rebecca M.; Roeder, Karl A.; Sanders, Nathan J.; Kaspari, Michael								Using metabolic and thermal ecology to predict temperature dependent ecosystem activity: a test with prairie ants								ECOLOGY				99	9			2113	2121		10.1002/ecy.2445			SEP 2018	2018										0							WOS:000443558200019		
J	Rojas, Danny; Moreira, Matthew; Ramos Pereira, Maria Joao; Fonseca, Carlos; Davalos, Liliana M.								Updated distribution maps for neotropical bats in the superfamily Noctilionoidea								ECOLOGY				99	9			2131	2131		10.1002/ecy.2404			SEP 2018	2018										0							WOS:000443558200023		
J	Rassweiler, Andrew; Reed, Daniel C.; Harrer, Shannon L.; Nelson, J. Clint								Improved estimates of net primary production, growth, and standing crop of Macrocystis pyrifera in Southern California								ECOLOGY				99	9			2132	2132		10.1002/ecy.2440			SEP 2018	2018										0							WOS:000443558200024		
J	Rindi, L.; Dal Bello, M.; Benedetti-Cecchi, L.								Experimental evidence of spatial signatures of approaching regime shifts in macroalgal canopies								ECOLOGY				99	8			1709	1715		10.1002/ecy.2391			AUG 2018	2018										0							WOS:000440407500001		
J	Peers, Michael J. L.; Majchrzak, Yasmine N.; Neilson, Eric; Lamb, Clayton T.; Haemaelaeinen, Anni; Haines, Jessica A.; Garland, Laura; Doran-Myers, Darcy; Broadley, Kate; Boonstra, Rudy; Boutin, Stan								Quantifying fear effects on prey demography in nature								ECOLOGY				99	8			1716	1723		10.1002/ecy.2381			AUG 2018	2018										0							WOS:000440407500002		
J	Coverdale, Tyler C.; Goheen, Jacob R.; Palmer, Todd M.; Pringle, Robert M.								Good neighbors make good defenses: associational refuges reduce defense investment in African savanna plants								ECOLOGY				99	8			1724	1736		10.1002/ecy.2397			AUG 2018	2018										0							WOS:000440407500003		
J	Clappe, Sylvie; Dray, Stephane; Peres-Neto, Pedro R.								Beyond neutrality: disentangling the effects of species sorting and spurious correlations in community analysis								ECOLOGY				99	8			1737	1747		10.1002/ecy.2376			AUG 2018	2018										0							WOS:000440407500004		
J	Jones, Emily; Long, Jeremy D.								Geographic variation in the sensitivity of an herbivore-induced seaweed defense								ECOLOGY				99	8			1748	1758		10.1002/ecy.2407			AUG 2018	2018										0							WOS:000440407500005		
J	Compson, Zacchaeus G.; Hungate, Bruce A.; Whitham, Thomas G.; Koch, George W.; Dijkstra, Paul; Siders, Adam C.; Wojtowicz, Todd; Jacobs, Ryan; Rakestraw, David N.; Allred, Kiel E.; Sayer, Chelsea K.; Marks, Jane C.								Linking tree genetics and stream consumers: isotopic tracers elucidate controls on carbon and nitrogen assimilation								ECOLOGY				99	8			1759	1770		10.1002/ecy.2224			AUG 2018	2018										1							WOS:000440407500006		
J	Greenop, Arran; Woodcock, Ben A.; Wilby, Andy; Cook, Samantha M.; Pywell, Richard F.								Functional diversity positively affects prey suppression by invertebrate predators: a meta-analysis								ECOLOGY				99	8			1771	1782		10.1002/ecy.2378			AUG 2018	2018										0							WOS:000440407500007		
J	Wilson, Claire M.; Schaeffer, Robert N.; Hickin, Mauri L.; Rigsby, Chad M.; Sommi, Amanda F.; Thornber, Carol S.; Orians, Colin M.; Preisser, Evan L.								Chronic impacts of invasive herbivores on a foundational forest species: a whole-tree perspective								ECOLOGY				99	8			1783	1791		10.1002/ecy.2384			AUG 2018	2018										0							WOS:000440407500008		
J	Allgeier, Jacob E.; Layman, Craig A.; Montana, Carmen G.; Hensel, Enie; Appaldo, Richard; Rosemond, Amy D.								Anthropogenic versus fish-derived nutrient effects on seagrass community structure and function								ECOLOGY				99	8			1792	1801		10.1002/ecy.2388			AUG 2018	2018										0							WOS:000440407500009		
J	Groner, Maya L.; Burge, Colleen A.; Cox, Ruth; Rivlin, Natalie D.; Turner, Mo; Van Alstyne, Kathryn L.; Wyllie-Echeverria, Sandy; Bucci, John; Staudigel, Philip; Friedman, Carolyn S.								Oysters and eelgrass: potential partners in a high pCO(2) ocean								ECOLOGY				99	8			1802	1814		10.1002/ecy.2393			AUG 2018	2018										0							WOS:000440407500010		
J	Lichtenberg, Elinor M.; Irwin, Rebecca E.; Bronstein, Judith L.								Costs and benefits of alternative food handling tactics help explain facultative exploitation of pollination mutualisms								ECOLOGY				99	8			1815	1824		10.1002/ecy.2395			AUG 2018	2018										0							WOS:000440407500011		
J	Taylor, Sara J. Snell; Evans, Brian S.; White, Ethan P.; Hurlbert, Allen H.								The prevalence and impact of transient species in ecological communities								ECOLOGY				99	8			1825	1835		10.1002/ecy.2398			AUG 2018	2018										0							WOS:000440407500012		
J	Veen, G. F.; van der Putten, Wim H.; Bezemer, T. Martijn								Biodiversity-ecosystem functioning relationships in a long-term non-weeded field experiment								ECOLOGY				99	8			1836	1846		10.1002/ecy.2400			AUG 2018	2018										0							WOS:000440407500013		
J	Yang, Xin; Shen, Yue; Liu, Nan; Wilson, Gail W. T.; Cobb, Adam B.; Zhang, Yingjun								Defoliation and arbuscular mycorrhizal fungi shape plant communities in overgrazed semiarid grasslands								ECOLOGY				99	8			1847	1856		10.1002/ecy.2401			AUG 2018	2018										0							WOS:000440407500014		
J	LaRue, Elizabeth A.; Holland, Jeffrey D.; Emery, Nancy C.								Environmental predictors of dispersal traits across a species' geographic range								ECOLOGY				99	8			1857	1865		10.1002/ecy.2402			AUG 2018	2018										0							WOS:000440407500015		
J	Robinson, Moria L.; Strauss, Sharon Y.								Cascading effects of soil type on assemblage size and structure in a diverse herbivore community								ECOLOGY				99	8			1866	1877		10.1002/ecy.2406			AUG 2018	2018										1							WOS:000440407500016		
J	Salant, Carlissa D.; Shanks, Alan L.								Surf-zone hydrodynamics alter phytoplankton subsidies affecting reproductive output and growth of tidal filter feeders								ECOLOGY				99	8			1878	1889		10.1002/ecy.2415			AUG 2018	2018										0							WOS:000440407500017		
J	Mendonca, Andre; Percequillo, Alexandre R.; Camargo, Nicholas F.; Ribeiro, Juliana F.; Palma, Alexandre R. T.; Oliveira, Leonardo C.; Camara, Edeltrudes M. V. C.; Vieira, Emerson M.								CERRADO SMALL MAMMALS: abundance and distribution of marsupials, lagomorphs, and rodents in a Neotropical savanna								ECOLOGY				99	8			1900	1900		10.1002/ecy.2367			AUG 2018	2018										0							WOS:000440407500021		
J	Clark, Deborah A.; Clark, David B.; Letcher, Susan G.								Three decades of annual growth, mortality, physical condition, and microsite for ten tropical rainforest tree species								ECOLOGY				99	8			1901	1901		10.1002/ecy.2394			AUG 2018	2018										0							WOS:000440407500022		
J	McMahon, Jordan D.; Lashley, Marcus A.; Brooks, Christopher P.; Barton, Brandon T.								Covariance between predation risk and nutritional preferences confounds interpretations of giving-up density experiments								ECOLOGY				99	7			1517	1522		10.1002/ecy.2365			JUL 2018	2018										0							WOS:000436869900001		
J	Christensen, Erica M.; Harris, David J.; Ernest, S. K. Morgan								Long-term community change through multiple rapid transitions in a desert rodent community								ECOLOGY				99	7			1523	1529		10.1002/ecy.2373			JUL 2018	2018										1							WOS:000436869900002		
J	de Lafontaine, Guillaume; Napier, Joseph D.; Petit, Remy J.; Hu, Feng Sheng								Invoking adaptation to decipher the genetic legacy of past climate change								ECOLOGY				99	7			1530	1546		10.1002/ecy.2382			JUL 2018	2018										0							WOS:000436869900003		
J	Link, William A.; Schofield, Matthew R.; Barker, Richard J.; Sauer, John R.								On the robustness of N-mixture models								ECOLOGY				99	7			1547	1551		10.1002/ecy.2362			JUL 2018	2018										3							WOS:000436869900004		
J	Moody, Eric K.; Carson, Evan W.; Corman, Jessica R.; Espinosa-Perez, Hector; Ramos, Jorge; Sabo, John L.; Elser, James J.								Consumption explains intraspecific variation in nutrient recycling stoichiometry in a desert fish								ECOLOGY				99	7			1552	1561		10.1002/ecy.2372			JUL 2018	2018										0							WOS:000436869900005		
J	Ostfeld, Richard S.; Levi, Taal; Keesing, Felicia; Oggenfuss, Kelly; Canham, Charles D.								Tick-borne disease risk in a forest food web								ECOLOGY				99	7			1562	1573		10.1002/ecy.2386			JUL 2018	2018										0							WOS:000436869900006		
J	Haggerty, Miranda B.; Anderson, Todd W.; Long, Jeremy D.								Fish predators reduce kelp frond loss via a trait-mediated trophic cascade								ECOLOGY				99	7			1574	1583		10.1002/ecy.2380			JUL 2018	2018										1							WOS:000436869900007		
J	Pepi, Adam; Grof-Tisza, Patrick; Holyoak, Marcel; Karban, Richard								As temperature increases, predator attack rate is more important to survival than a smaller window of prey vulnerability								ECOLOGY				99	7			1584	1590		10.1002/ecy.2356			JUL 2018	2018										0							WOS:000436869900008		
J	Preston, Daniel L.; Henderson, Jeremy S.; Falke, Landon P.; Segui, Leah M.; Layden, Tamara J.; Novak, Mark								What drives interaction strengths in complex food webs? A test with feeding rates of a generalist stream predator								ECOLOGY				99	7			1591	1601		10.1002/ecy.2387			JUL 2018	2018										0							WOS:000436869900009		
J	Bosc, Christopher; Roets, Francois; Hui, Cang; Pauw, Anton								Interactions among predators and plant specificity protect herbivores from top predators								ECOLOGY				99	7			1602	1609		10.1002/ecy.2377			JUL 2018	2018										0							WOS:000436869900010		
J	Smith, Nicholas G.; Dukes, Jeffrey S.								Drivers of leaf carbon exchange capacity across biomes at the continental scale								ECOLOGY				99	7			1610	1620		10.1002/ecy.2370			JUL 2018	2018										0							WOS:000436869900011		
J	Adler, Peter B.; Kleinhesselink, Andrew; Hooker, Giles; Taylor, Joshua B.; Teller, Brittany; Ellner, Stephen P.								Weak interspecific interactions in a sagebrush steppe? Conflicting evidence from observations and experiments								ECOLOGY				99	7			1621	1632		10.1002/ecy.2363			JUL 2018	2018										0							WOS:000436869900012		
J	Rael, Rosalyn C.; D'Andrea, Rafael; Barabas, Gyorgy; Ostling, Annette								Emergent niche structuring leads to increased differences from neutrality in species abundance distributions								ECOLOGY				99	7			1633	1643		10.1002/ecy.2238			JUL 2018	2018										0							WOS:000436869900013		
J	Cantin, Ariane; Post, John R.								Habitat availability and ontogenetic shifts alter bottlenecks in size-structured fish populations								ECOLOGY				99	7			1644	1659		10.1002/ecy.2371			JUL 2018	2018										0							WOS:000436869900014		
J	McIntire, Kristina M.; Juliano, Steven A.								How can mortality increase population size? A test of two mechanistic hypotheses								ECOLOGY				99	7			1660	1670		10.1002/ecy.2375			JUL 2018	2018										0							WOS:000436869900015		
J	Huang, Heng; Zinnert, Julie C.; Wood, Lauren K.; Young, Donald R.; D'Odorico, Paolo								Non-linear shift from grassland to shrubland in temperate barrier islands								ECOLOGY				99	7			1671	1681		10.1002/ecy.2383			JUL 2018	2018										0							WOS:000436869900016		
J	Morato, Ronaldo G.; Thompson, Jeffrey J.; Paviolo, Agustin; de La Torre, Jesus A.; Lima, Fernando; McBride, Roy T., Jr.; Paula, Rogerio C.; Cullen, Laury, Jr.; Silveira, Leandro; Kantek, Daniel L. Z.; Ramalho, Emiliano E.; Maranhao, Louise; Haberfeld, Mario; Sana, Denis A.; Medellin, Rodrigo A.; Carrillo, Eduardo; Montalvo, Victor; Monroy-Vilchis, Octavio; Cruz, Paula; Jacomo, Anah T.; Torres, Natalia M.; Alves, Giselle B.; Cassaigne, Ivonne; Thompson, Ron; Saens-Bolanos, Carolina; Cruz, Juan Carlos; Alfaro, Luiz D.; Hagnauer, Isabel; da Silva, Xavier Marina; Vogliotti, Alexandre; Moraes, Marcela F. D.; Miyazaki, Selma S.; Pereira, Thadeu D. C.; Araujo, Gediendson R.; Silva, Leanes Cruz Dda; Leuzinger, Lucas; Carvalho, Marina M.; Rampin, Lilian; Sartorello, Leonardo; Quigley, Howard; Tortato, Fernando; Hoogesteijn, Rafael; Crawshaw, Peter G., Jr.; Devlin, Allison L.; May, Joares A., Jr.; de Azevedo, Fernando C. C.; Concone, Henrique V. B.; Quiroga, Veronica A.; Costa, Sebastian A.; Arrabal, Juan P.; Vanderhoeven, Ezequiel; Di Blanco, Yamil E.; Lopes, Alexandre M. C.; Widmer, Cynthia E.; Ribeiro, Milton Cezar								Jaguar movement database: a GPS-based movement dataset of an apex predator in the Neotropics								ECOLOGY				99	7			1691	1691		10.1002/ecy.2379			JUL 2018	2018										0							WOS:000436869900020		
J	Vancine, Mauricio Humberto; Duarte, Kaua da Silva; de Souza, Yuri Silva; Ribeiro Giovanelli, Joao Gabriel; Martins-Sobrinho, Paulo Mateus; Lopez, Ariel; Bovo, Rafael Parelli; Maffei, Fabio; Lion, Marilia Bruzzi; Ribeiro Junior, Jose Wagner; Brassaloti, Ricardo; Rocha da Costa, Carolina Ortiz; Sawakuchi, Henrique Oliveira; Forti, Lucas Rodriguez; Cacciali, Pier; Bertoluci, Jaime; Baptista Haddad, Celio Fernando; Ribeiro, Milton Cezar								ATLANTIC AMPHIBIANS: a data set of amphibian communities from the Atlantic Forests of South America								ECOLOGY				99	7			1692	1692		10.1002/ecy.2392			JUL 2018	2018										0							WOS:000436869900021		
